# extern_census.tsv — GENERATED by scripts/extract/gen_extern_census.sh.
# Oracle: leanprover/lean4 v4.32.0 commit 8c9756b28d64dab099da31a4c09229a9e6a2ef35 (verified against SUITE.lock).
# Pin-verified environment walk over the full `Lean` import closure
# (plan Appendix C). Regenerate with the script; never edit by hand (Rule D5).
schema fln-extern-census/1
extern_count	954
constant_count	204543
columns	name	kind	module	arity	level_params	entries
extern	Lean.version.getIsRelease	opaque	Init.Meta.Defs	1	0	standard:all:lean_version_get_is_release
extern	Lean.version.getSpecialDesc	opaque	Init.Meta.Defs	1	0	standard:all:lean_version_get_special_desc
extern	Nat.add	defn	Init.Prelude	2	0	standard:all:lean_nat_add
extern	Nat.beq	defn	Init.Prelude	2	0	standard:all:lean_nat_dec_eq
extern	Nat.ble	defn	Init.Prelude	2	0	standard:all:lean_nat_dec_le
extern	Nat.decEq	defn	Init.Prelude	2	0	standard:all:lean_nat_dec_eq
extern	Nat.decLe	defn	Init.Prelude	2	0	standard:all:lean_nat_dec_le
extern	Nat.decLt	defn	Init.Prelude	2	0	standard:all:lean_nat_dec_lt
extern	Nat.div	defn	Init.Prelude	2	0	standard:all:lean_nat_div
extern	Nat.divExact	defn	Init.Data.Nat.Div.Basic	3	0	standard:all:lean_nat_div_exact
extern	Nat.gcd	defn	Init.Data.Nat.Gcd	2	0	standard:all:lean_nat_gcd
extern	Nat.gcd._unary	defn	Init.Data.Nat.Gcd	1	0	standard:all:lean_nat_gcd
extern	Nat.land	defn	Init.Data.Nat.Bitwise.Basic	2	0	standard:all:lean_nat_land
extern	Nat.log2	defn	Init.Data.Nat.Log2	1	0	standard:all:lean_nat_log2
extern	Nat.lor	defn	Init.Data.Nat.Bitwise.Basic	2	0	standard:all:lean_nat_lor
extern	Nat.mod	defn	Init.Prelude	2	0	standard:all:lean_nat_mod
extern	Nat.modCore	defn	Init.Prelude	2	0	standard:all:lean_nat_mod
extern	Nat.mul	defn	Init.Prelude	2	0	standard:all:lean_nat_mul
extern	Nat.pow	defn	Init.Prelude	2	0	standard:all:lean_nat_pow
extern	Nat.pred	defn	Init.Prelude	1	0	standard:all:lean_nat_pred
extern	Nat.shiftLeft	defn	Init.Data.Nat.Bitwise.Basic	2	0	standard:all:lean_nat_shiftl
extern	Nat.shiftRight	defn	Init.Data.Nat.Bitwise.Basic	2	0	standard:all:lean_nat_shiftr
extern	Nat.sub	defn	Init.Prelude	2	0	standard:all:lean_nat_sub
extern	Nat.xor	defn	Init.Data.Nat.Bitwise.Basic	2	0	standard:all:lean_nat_lxor
extern	Runtime.forget	defn	Init.System.IO	2	1	standard:all:lean_runtime_forget
extern	Runtime.hold	defn	Init.System.IO	2	1	standard:all:lean_runtime_hold
extern	Runtime.markMultiThreaded	defn	Init.System.IO	2	0	standard:all:lean_runtime_mark_multi_threaded
extern	Runtime.markPersistent	defn	Init.System.IO	2	0	standard:all:lean_runtime_mark_persistent
extern	ST.Prim.Ref.get	opaque	Init.System.ST	3	0	standard:all:lean_st_ref_get
extern	ST.Prim.Ref.ptrEq	opaque	Init.System.ST	4	0	standard:all:lean_st_ref_ptr_eq
extern	ST.Prim.Ref.set	opaque	Init.System.ST	4	0	standard:all:lean_st_ref_set
extern	ST.Prim.Ref.swap	opaque	Init.System.ST	4	0	standard:all:lean_st_ref_swap
extern	ST.Prim.Ref.take	opaque	Init.System.ST	3	0	standard:all:lean_st_ref_take
extern	ST.Prim.mkRef	opaque	Init.System.ST	3	0	standard:all:lean_st_mk_ref
extern	ShareCommon.Object.eq	opaque	Init.ShareCommon	2	0	standard:all:lean_sharecommon_eq
extern	ShareCommon.Object.hash	opaque	Init.ShareCommon	1	0	standard:all:lean_sharecommon_hash
extern	ShareCommon.State.shareCommon	defn	Init.ShareCommon	4	2	standard:all:lean_state_sharecommon
extern	ShareCommon.shareCommon'	defn	Init.ShareCommon	2	1	standard:all:lean_sharecommon_quick
extern	Std.BaseMutex.lock	opaque	Std.Sync.Mutex	1	0	standard:all:lean_io_basemutex_lock
extern	Std.BaseMutex.new	opaque	Std.Sync.Mutex	0	0	standard:all:lean_io_basemutex_new
extern	Std.BaseMutex.tryLock	opaque	Std.Sync.Mutex	1	0	standard:all:lean_io_basemutex_try_lock
extern	Std.BaseMutex.unlock	opaque	Std.Sync.Mutex	1	0	standard:all:lean_io_basemutex_unlock
extern	Std.BaseRecursiveMutex.lock	opaque	Std.Sync.RecursiveMutex	1	0	standard:all:lean_io_baserecmutex_lock
extern	Std.BaseRecursiveMutex.new	opaque	Std.Sync.RecursiveMutex	0	0	standard:all:lean_io_baserecmutex_new
extern	Std.BaseRecursiveMutex.tryLock	opaque	Std.Sync.RecursiveMutex	1	0	standard:all:lean_io_baserecmutex_try_lock
extern	Std.BaseRecursiveMutex.unlock	opaque	Std.Sync.RecursiveMutex	1	0	standard:all:lean_io_baserecmutex_unlock
extern	Std.BaseSharedMutex.new	opaque	Std.Sync.SharedMutex	0	0	standard:all:lean_io_basesharedmutex_new
extern	Std.BaseSharedMutex.read	opaque	Std.Sync.SharedMutex	1	0	standard:all:lean_io_basesharedmutex_read
extern	Std.BaseSharedMutex.tryRead	opaque	Std.Sync.SharedMutex	1	0	standard:all:lean_io_basesharedmutex_try_read
extern	Std.BaseSharedMutex.tryWrite	opaque	Std.Sync.SharedMutex	1	0	standard:all:lean_io_basesharedmutex_try_write
extern	Std.BaseSharedMutex.unlockRead	opaque	Std.Sync.SharedMutex	1	0	standard:all:lean_io_basesharedmutex_unlock_read
extern	Std.BaseSharedMutex.unlockWrite	opaque	Std.Sync.SharedMutex	1	0	standard:all:lean_io_basesharedmutex_unlock_write
extern	Std.BaseSharedMutex.write	opaque	Std.Sync.SharedMutex	1	0	standard:all:lean_io_basesharedmutex_write
extern	Std.Condvar.new	opaque	Std.Sync.Mutex	0	0	standard:all:lean_io_condvar_new
extern	Std.Condvar.notifyAll	opaque	Std.Sync.Mutex	1	0	standard:all:lean_io_condvar_notify_all
extern	Std.Condvar.notifyOne	opaque	Std.Sync.Mutex	1	0	standard:all:lean_io_condvar_notify_one
extern	Std.Condvar.wait	opaque	Std.Sync.Mutex	2	0	standard:all:lean_io_condvar_wait
extern	Std.Internal.UV.DNS.getAddrInfo	opaque	Std.Internal.UV.DNS	3	0	standard:all:lean_uv_dns_get_info
extern	Std.Internal.UV.DNS.getNameInfo	opaque	Std.Internal.UV.DNS	1	0	standard:all:lean_uv_dns_get_name
extern	Std.Internal.UV.Loop.alive	opaque	Std.Internal.UV.Loop	0	0	standard:all:lean_uv_event_loop_alive
extern	Std.Internal.UV.Loop.configure	opaque	Std.Internal.UV.Loop	1	0	standard:all:lean_uv_event_loop_configure
extern	Std.Internal.UV.Signal.cancel	opaque	Std.Internal.UV.Signal	1	0	standard:all:lean_uv_signal_cancel
extern	Std.Internal.UV.Signal.mk	opaque	Std.Internal.UV.Signal	2	0	standard:all:lean_uv_signal_mk
extern	Std.Internal.UV.Signal.next	opaque	Std.Internal.UV.Signal	1	0	standard:all:lean_uv_signal_next
extern	Std.Internal.UV.Signal.stop	opaque	Std.Internal.UV.Signal	1	0	standard:all:lean_uv_signal_stop
extern	Std.Internal.UV.System.availableMemory	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_get_available_memory
extern	Std.Internal.UV.System.chdir	opaque	Std.Internal.UV.System	1	0	standard:all:lean_uv_chdir
extern	Std.Internal.UV.System.constrainedMemory	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_get_constrained_memory
extern	Std.Internal.UV.System.cpuInfo	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_cpu_info
extern	Std.Internal.UV.System.cwd	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_cwd
extern	Std.Internal.UV.System.exePath	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_exepath
extern	Std.Internal.UV.System.freeMemory	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_get_free_memory
extern	Std.Internal.UV.System.getProcessTitle	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_get_process_title
extern	Std.Internal.UV.System.getrusage	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_getrusage
extern	Std.Internal.UV.System.hrtime	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_hrtime
extern	Std.Internal.UV.System.osEnviron	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_os_environ
extern	Std.Internal.UV.System.osGetGroup	opaque	Std.Internal.UV.System	1	0	standard:all:lean_uv_os_get_group
extern	Std.Internal.UV.System.osGetHostname	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_os_gethostname
extern	Std.Internal.UV.System.osGetPasswd	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_os_get_passwd
extern	Std.Internal.UV.System.osGetPid	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_os_getpid
extern	Std.Internal.UV.System.osGetPpid	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_os_getppid
extern	Std.Internal.UV.System.osGetPriority	opaque	Std.Internal.UV.System	1	0	standard:all:lean_uv_os_getpriority
extern	Std.Internal.UV.System.osGetenv	opaque	Std.Internal.UV.System	1	0	standard:all:lean_uv_os_getenv
extern	Std.Internal.UV.System.osHomedir	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_os_homedir
extern	Std.Internal.UV.System.osSetPriority	opaque	Std.Internal.UV.System	2	0	standard:all:lean_uv_os_setpriority
extern	Std.Internal.UV.System.osSetenv	opaque	Std.Internal.UV.System	2	0	standard:all:lean_uv_os_setenv
extern	Std.Internal.UV.System.osTmpdir	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_os_tmpdir
extern	Std.Internal.UV.System.osUname	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_os_uname
extern	Std.Internal.UV.System.osUnsetenv	opaque	Std.Internal.UV.System	1	0	standard:all:lean_uv_os_unsetenv
extern	Std.Internal.UV.System.random	opaque	Std.Internal.UV.System	1	0	standard:all:lean_uv_random
extern	Std.Internal.UV.System.setProcessTitle	opaque	Std.Internal.UV.System	1	0	standard:all:lean_uv_set_process_title
extern	Std.Internal.UV.System.totalMemory	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_get_total_memory
extern	Std.Internal.UV.System.uptime	opaque	Std.Internal.UV.System	0	0	standard:all:lean_uv_uptime
extern	Std.Internal.UV.TCP.Socket.accept	opaque	Std.Internal.UV.TCP	1	0	standard:all:lean_uv_tcp_accept
extern	Std.Internal.UV.TCP.Socket.bind	opaque	Std.Internal.UV.TCP	2	0	standard:all:lean_uv_tcp_bind
extern	Std.Internal.UV.TCP.Socket.cancelAccept	opaque	Std.Internal.UV.TCP	1	0	standard:all:lean_uv_tcp_cancel_accept
extern	Std.Internal.UV.TCP.Socket.cancelRecv	opaque	Std.Internal.UV.TCP	1	0	standard:all:lean_uv_tcp_cancel_recv
extern	Std.Internal.UV.TCP.Socket.connect	opaque	Std.Internal.UV.TCP	2	0	standard:all:lean_uv_tcp_connect
extern	Std.Internal.UV.TCP.Socket.getPeerName	opaque	Std.Internal.UV.TCP	1	0	standard:all:lean_uv_tcp_getpeername
extern	Std.Internal.UV.TCP.Socket.getSockName	opaque	Std.Internal.UV.TCP	1	0	standard:all:lean_uv_tcp_getsockname
extern	Std.Internal.UV.TCP.Socket.keepAlive	opaque	Std.Internal.UV.TCP	3	0	standard:all:lean_uv_tcp_keepalive
extern	Std.Internal.UV.TCP.Socket.listen	opaque	Std.Internal.UV.TCP	2	0	standard:all:lean_uv_tcp_listen
extern	Std.Internal.UV.TCP.Socket.new	opaque	Std.Internal.UV.TCP	0	0	standard:all:lean_uv_tcp_new
extern	Std.Internal.UV.TCP.Socket.noDelay	opaque	Std.Internal.UV.TCP	1	0	standard:all:lean_uv_tcp_nodelay
extern	Std.Internal.UV.TCP.Socket.recv?	opaque	Std.Internal.UV.TCP	2	0	standard:all:lean_uv_tcp_recv
extern	Std.Internal.UV.TCP.Socket.send	opaque	Std.Internal.UV.TCP	2	0	standard:all:lean_uv_tcp_send
extern	Std.Internal.UV.TCP.Socket.shutdown	opaque	Std.Internal.UV.TCP	1	0	standard:all:lean_uv_tcp_shutdown
extern	Std.Internal.UV.TCP.Socket.tryAccept	opaque	Std.Internal.UV.TCP	1	0	standard:all:lean_uv_tcp_try_accept
extern	Std.Internal.UV.TCP.Socket.waitReadable	opaque	Std.Internal.UV.TCP	1	0	standard:all:lean_uv_tcp_wait_readable
extern	Std.Internal.UV.Timer.cancel	opaque	Std.Internal.UV.Timer	1	0	standard:all:lean_uv_timer_cancel
extern	Std.Internal.UV.Timer.mk	opaque	Std.Internal.UV.Timer	2	0	standard:all:lean_uv_timer_mk
extern	Std.Internal.UV.Timer.next	opaque	Std.Internal.UV.Timer	1	0	standard:all:lean_uv_timer_next
extern	Std.Internal.UV.Timer.reset	opaque	Std.Internal.UV.Timer	1	0	standard:all:lean_uv_timer_reset
extern	Std.Internal.UV.Timer.stop	opaque	Std.Internal.UV.Timer	1	0	standard:all:lean_uv_timer_stop
extern	Std.Internal.UV.UDP.Socket.bind	opaque	Std.Internal.UV.UDP	2	0	standard:all:lean_uv_udp_bind
extern	Std.Internal.UV.UDP.Socket.cancelRecv	opaque	Std.Internal.UV.UDP	1	0	standard:all:lean_uv_udp_cancel_recv
extern	Std.Internal.UV.UDP.Socket.connect	opaque	Std.Internal.UV.UDP	2	0	standard:all:lean_uv_udp_connect
extern	Std.Internal.UV.UDP.Socket.getPeerName	opaque	Std.Internal.UV.UDP	1	0	standard:all:lean_uv_udp_getpeername
extern	Std.Internal.UV.UDP.Socket.getSockName	opaque	Std.Internal.UV.UDP	1	0	standard:all:lean_uv_udp_getsockname
extern	Std.Internal.UV.UDP.Socket.new	opaque	Std.Internal.UV.UDP	0	0	standard:all:lean_uv_udp_new
extern	Std.Internal.UV.UDP.Socket.recv	opaque	Std.Internal.UV.UDP	2	0	standard:all:lean_uv_udp_recv
extern	Std.Internal.UV.UDP.Socket.send	opaque	Std.Internal.UV.UDP	3	0	standard:all:lean_uv_udp_send
extern	Std.Internal.UV.UDP.Socket.setBroadcast	opaque	Std.Internal.UV.UDP	2	0	standard:all:lean_uv_udp_set_broadcast
extern	Std.Internal.UV.UDP.Socket.setMembership	opaque	Std.Internal.UV.UDP	4	0	standard:all:lean_uv_udp_set_membership
extern	Std.Internal.UV.UDP.Socket.setMulticastInterface	opaque	Std.Internal.UV.UDP	2	0	standard:all:lean_uv_udp_set_multicast_interface
extern	Std.Internal.UV.UDP.Socket.setMulticastLoop	opaque	Std.Internal.UV.UDP	2	0	standard:all:lean_uv_udp_set_multicast_loop
extern	Std.Internal.UV.UDP.Socket.setMulticastTTL	opaque	Std.Internal.UV.UDP	2	0	standard:all:lean_uv_udp_set_multicast_ttl
extern	Std.Internal.UV.UDP.Socket.setTTL	opaque	Std.Internal.UV.UDP	2	0	standard:all:lean_uv_udp_set_ttl
extern	Std.Internal.UV.UDP.Socket.waitReadable	opaque	Std.Internal.UV.UDP	1	0	standard:all:lean_uv_udp_wait_readable
extern	Std.Net.IPv4Addr.ofString	opaque	Std.Net.Addr	1	0	standard:all:lean_uv_pton_v4
extern	Std.Net.IPv4Addr.toString	opaque	Std.Net.Addr	1	0	standard:all:lean_uv_ntop_v4
extern	Std.Net.IPv6Addr.ofString	opaque	Std.Net.Addr	1	0	standard:all:lean_uv_pton_v6
extern	Std.Net.IPv6Addr.toString	opaque	Std.Net.Addr	1	0	standard:all:lean_uv_ntop_v6
extern	Std.Net.interfaceAddresses	opaque	Std.Net.Addr	0	0	standard:all:lean_uv_interface_addresses
extern	Std.Time.Database.Windows.getLocalTimeZoneIdentifierAt	opaque	Std.Time.Zoned.Database.Windows	1	0	standard:all:lean_get_windows_local_timezone_id_at
extern	Std.Time.Database.Windows.getNextTransition	opaque	Std.Time.Zoned.Database.Windows	3	0	standard:all:lean_windows_get_next_transition
extern	Std.Time.Timestamp.now	opaque	Std.Time.DateTime.Timestamp	0	0	standard:all:lean_get_current_time
extern	String.Internal.any	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_string_any
extern	String.Internal.append	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_string_append
extern	String.Internal.atEnd	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_string_utf8_at_end
extern	String.Internal.capitalize	opaque	Init.Data.String.Bootstrap	1	0	standard:all:lean_string_capitalize
extern	String.Internal.contains	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_string_contains
extern	String.Internal.drop	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_string_drop
extern	String.Internal.dropRight	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_string_dropright
extern	String.Internal.extract	opaque	Init.Data.String.Bootstrap	3	0	standard:all:lean_string_utf8_extract
extern	String.Internal.foldl	opaque	Init.Data.String.Bootstrap	3	0	standard:all:lean_string_foldl
extern	String.Internal.front	opaque	Init.Data.String.Bootstrap	1	0	standard:all:lean_string_front
extern	String.Internal.get	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_string_utf8_get
extern	String.Internal.getUTF8Byte	opaque	Init.Data.String.Bootstrap	3	0	standard:all:lean_string_get_byte_fast
extern	String.Internal.intercalate	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_string_intercalate
extern	String.Internal.isEmpty	opaque	Init.Data.String.Bootstrap	1	0	standard:all:lean_string_isempty
extern	String.Internal.isPrefixOf	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_string_isprefixof
extern	String.Internal.length	opaque	Init.Data.String.Bootstrap	1	0	standard:all:lean_string_length
extern	String.Internal.next	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_string_utf8_next
extern	String.Internal.nextWhile	opaque	Init.Data.String.Bootstrap	3	0	standard:all:lean_string_nextwhile
extern	String.Internal.offsetOfPos	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_string_offsetofpos
extern	String.Internal.posOf	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_string_posof
extern	String.Internal.pushn	opaque	Init.Data.String.Bootstrap	3	0	standard:all:lean_string_pushn
extern	String.Internal.trim	opaque	Init.Data.String.Bootstrap	1	0	standard:all:lean_string_trim
extern	String.Pos.Raw.Internal.min	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_string_pos_min
extern	String.Pos.Raw.Internal.sub	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_string_pos_sub
extern	String.Pos.Raw.atEnd	defn	Init.Data.String.Basic	2	0	standard:all:lean_string_utf8_at_end
extern	String.Pos.Raw.extract	defn	Init.Data.String.Basic	3	0	standard:all:lean_string_utf8_extract
extern	String.Pos.Raw.get	defn	Init.Data.String.Basic	2	0	standard:all:lean_string_utf8_get
extern	String.Pos.Raw.get!	defn	Init.Data.String.Basic	2	0	standard:all:lean_string_utf8_get_bang
extern	String.Pos.Raw.get'	defn	Init.Data.String.Basic	3	0	standard:all:lean_string_utf8_get_fast
extern	String.Pos.Raw.get?	defn	Init.Data.String.Basic	2	0	standard:all:lean_string_utf8_get_opt
extern	String.Pos.Raw.isValid	defn	Init.Data.String.Basic	2	0	standard:all:lean_string_is_valid_pos
extern	String.Pos.Raw.next	defn	Init.Data.String.Basic	2	0	standard:all:lean_string_utf8_next
extern	String.Pos.Raw.next'	defn	Init.Data.String.Basic	3	0	standard:all:lean_string_utf8_next_fast
extern	String.Pos.Raw.prev	defn	Init.Data.String.Basic	2	0	standard:all:lean_string_utf8_prev
extern	String.Pos.Raw.set	defn	Init.Data.String.Modify	3	0	standard:all:lean_string_utf8_set
extern	String.Pos.next	defn	Init.Data.String.Basic	3	0	standard:all:lean_string_utf8_next_fast
extern	String.Pos.set	defn	Init.Data.String.Modify	4	0	standard:all:lean_string_utf8_set
extern	String.Slice.Pattern.Internal.memcmpStr	defn	Init.Data.String.Pattern.Basic	7	0	standard:all:lean_string_memcmp
extern	String.Slice.hash	defn	Init.Data.String.Slice	1	0	standard:all:lean_slice_hash
extern	String.Slice.instDecidableLt	defn	Init.Data.String.Slice	2	0	standard:all:lean_slice_dec_lt
extern	String.append	defn	Init.Data.String.Defs	2	0	standard:all:lean_string_append
extern	String.atEnd	defn	Init.Data.String.Basic	2	0	standard:all:lean_string_utf8_at_end
extern	String.compare	defn	Init.Data.Ord.String	2	0	standard:all:lean_string_compare
extern	String.data	defn	Init.Data.String.Basic	1	0	standard:all:lean_string_data
extern	String.decEq	defn	Init.Prelude	2	0	standard:all:lean_string_dec_eq
extern	String.decidableLT	defn	Init.Data.String.Basic	2	0	standard:all:lean_string_dec_lt
extern	String.decodeChar	defn	Init.Data.String.Basic	3	0	standard:all:lean_string_utf8_get_fast
extern	String.extract	defn	Init.Data.String.Basic	3	0	standard:all:lean_string_utf8_extract
extern	String.get	defn	Init.Data.String.Basic	2	0	standard:all:lean_string_utf8_get
extern	String.get!	defn	Init.Data.String.Basic	2	0	standard:all:lean_string_utf8_get_bang
extern	String.get'	defn	Init.Data.String.Basic	3	0	standard:all:lean_string_utf8_get_fast
extern	String.get?	defn	Init.Data.String.Basic	2	0	standard:all:lean_string_utf8_get_opt
extern	String.getUTF8Byte	defn	Init.Data.String.PosRaw	3	0	standard:all:lean_string_get_byte_fast
extern	String.getUtf8Byte	defn	Init.Data.String.PosRaw	3	0	standard:all:lean_string_get_byte_fast
extern	String.hash	opaque	Init.Prelude	1	0	standard:all:lean_string_hash
extern	String.length	defn	Init.Data.String.Length	1	0	standard:all:lean_string_length
extern	String.mk	defn	Init.Data.String.Bootstrap	1	0	standard:all:lean_string_mk
extern	String.next	defn	Init.Data.String.Basic	2	0	standard:all:lean_string_utf8_next
extern	String.next'	defn	Init.Data.String.Basic	3	0	standard:all:lean_string_utf8_next_fast
extern	String.ofByteArray	ctor	Init.Prelude	2	0	standard:all:lean_string_from_utf8_unchecked
extern	String.ofList	defn	Init.Prelude	1	0	standard:all:lean_string_mk
extern	String.prev	defn	Init.Data.String.Basic	2	0	standard:all:lean_string_utf8_prev
extern	String.push	defn	Init.Data.String.Bootstrap	2	0	standard:all:lean_string_push
extern	String.set	defn	Init.Data.String.Modify	3	0	standard:all:lean_string_utf8_set
extern	String.toByteArray	defn	Init.Prelude	1	0	standard:all:lean_string_to_utf8
extern	String.toList	defn	Init.Data.String.Basic	1	0	standard:all:lean_string_data
extern	String.toUTF8	defn	Init.Data.String.Defs	1	0	standard:all:lean_string_to_utf8
extern	String.utf8ByteSize	defn	Init.Prelude	1	0	standard:all:lean_string_utf8_byte_size
extern	Substring.Raw.Internal.all	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_substring_all
extern	Substring.Raw.Internal.beq	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_substring_beq
extern	Substring.Raw.Internal.drop	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_substring_drop
extern	Substring.Raw.Internal.extract	opaque	Init.Data.String.Bootstrap	3	0	standard:all:lean_substring_extract
extern	Substring.Raw.Internal.front	opaque	Init.Data.String.Bootstrap	1	0	standard:all:lean_substring_front
extern	Substring.Raw.Internal.get	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_substring_get
extern	Substring.Raw.Internal.isEmpty	opaque	Init.Data.String.Bootstrap	1	0	standard:all:lean_substring_isempty
extern	Substring.Raw.Internal.prev	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_substring_prev
extern	Substring.Raw.Internal.takeWhile	opaque	Init.Data.String.Bootstrap	2	0	standard:all:lean_substring_takewhile
extern	Substring.Raw.Internal.toString	opaque	Init.Data.String.Bootstrap	1	0	standard:all:lean_substring_tostring
extern	System.FilePath.metadata	opaque	Init.System.IO	1	0	standard:all:lean_io_metadata
extern	System.FilePath.readDir	opaque	Init.System.IO	1	0	standard:all:lean_io_read_dir
extern	System.FilePath.symlinkMetadata	opaque	Init.System.IO	1	0	standard:all:lean_io_symlink_metadata
extern	System.Platform.Internal.getHardwareConcurrency	opaque	Init.System.Platform	1	0	standard:all:lean_internal_get_hardware_concurrency
extern	System.Platform.getIsEmscripten	opaque	Init.System.Platform	1	0	standard:all:lean_system_platform_emscripten
extern	System.Platform.getIsOSX	opaque	Init.System.Platform	1	0	standard:all:lean_system_platform_osx
extern	System.Platform.getIsWindows	opaque	Init.System.Platform	1	0	standard:all:lean_system_platform_windows
extern	System.Platform.getNumBits	opaque	Init.Prelude	1	0	standard:all:lean_system_platform_nbits
extern	System.Platform.getTarget	opaque	Init.System.Platform	1	0	standard:all:lean_system_platform_target
extern	Task.bind	defn	Init.Core	6	2	standard:all:lean_task_bind
extern	Task.get	defn	Init.Core	2	1	standard:all:lean_task_get_own
extern	Task.map	defn	Init.Core	6	2	standard:all:lean_task_map
extern	Task.pure	ctor	Init.Core	2	1	standard:all:lean_task_pure
extern	Task.spawn	defn	Init.Core	3	1	standard:all:lean_task_spawn
extern	Thunk.get	defn	Init.Core	2	1	standard:all:lean_thunk_get_own
extern	Thunk.mk	ctor	Init.Core	2	1	standard:all:lean_mk_thunk
extern	Thunk.pure	defn	Init.Core	2	1	standard:all:lean_thunk_pure
extern	UInt16.add	defn	Init.Data.UInt.Basic	2	0	standard:all:lean_uint16_add
extern	UInt16.complement	defn	Init.Data.UInt.Basic	1	0	standard:all:lean_uint16_complement
extern	UInt16.decEq	defn	Init.Prelude	2	0	standard:all:lean_uint16_dec_eq
extern	UInt16.decLe	defn	Init.Data.UInt.Basic	2	0	standard:all:lean_uint16_dec_le
extern	UInt16.decLt	defn	Init.Data.UInt.Basic	2	0	standard:all:lean_uint16_dec_lt
extern	UInt16.div	defn	Init.Data.UInt.Basic	2	0	standard:all:lean_uint16_div
extern	UInt16.land	defn	Init.Data.UInt.Basic	2	0	standard:all:lean_uint16_land
extern	UInt16.log2	defn	Init.Data.UInt.Log2	1	0	standard:all:lean_uint16_log2
extern	UInt16.lor	defn	Init.Data.UInt.Basic	2	0	standard:all:lean_uint16_lor
extern	UInt16.mod	defn	Init.Data.UInt.Basic	2	0	standard:all:lean_uint16_mod
extern	UInt16.mul	defn	Init.Data.UInt.Basic	2	0	standard:all:lean_uint16_mul
extern	UInt16.neg	defn	Init.Data.UInt.Basic	1	0	standard:all:lean_uint16_neg
extern	UInt16.ofBitVec	ctor	Init.Prelude	1	0	standard:all:lean_uint16_of_nat_mk
extern	UInt16.ofNat	defn	Init.Data.UInt.BasicAux	1	0	standard:all:lean_uint16_of_nat
extern	UInt16.ofNatLT	defn	Init.Prelude	2	0	standard:all:lean_uint16_of_nat
extern	UInt16.shiftLeft	defn	Init.Data.UInt.Basic	2	0	standard:all:lean_uint16_shift_left
extern	UInt16.shiftRight	defn	Init.Data.UInt.Basic	2	0	standard:all:lean_uint16_shift_right
extern	UInt16.sub	defn	Init.Data.UInt.Basic	2	0	standard:all:lean_uint16_sub
extern	UInt16.toBitVec	defn	Init.Prelude	1	0	standard:all:lean_uint16_to_nat
extern	UInt16.toFloat	opaque	Init.Data.Float	1	0	standard:all:lean_uint16_to_float
extern	UInt16.toFloat32	opaque	Init.Data.Float32	1	0	standard:all:lean_uint16_to_float32
extern	UInt16.toNat	defn	Init.Data.UInt.BasicAux	1	0	standard:all:lean_uint16_to_nat
extern	UInt16.toUInt32	defn	Init.Data.UInt.BasicAux	1	0	standard:all:lean_uint16_to_uint32
extern	UInt16.toUInt64	defn	Init.Data.UInt.BasicAux	1	0	standard:all:lean_uint16_to_uint64
extern	UInt16.toUInt8	defn	Init.Data.UInt.BasicAux	1	0	standard:all:lean_uint16_to_uint8
extern	UInt16.toUSize	defn	Init.Data.UInt.Basic	1	0	standard:all:lean_uint16_to_usize
